case,simus_profile,tier,role,method_label,score_label,stap_profile,bundle_dir,motion_disp_rms_px,phase_rms_rad,n_h1_pf_main,n_h0_bg,n_h0_nuisance_pa,n_h1_alias_qc,auc_main_vs_bg,auc_main_vs_nuisance,fpr_floor_bg,fpr_floor_nuisance,thr@1e-04,tpr_main@1e-04,fpr_bg@1e-04,fpr_nuisance@1e-04,tpr_alias_qc@1e-04,thr@1e-03,tpr_main@1e-03,fpr_bg@1e-03,fpr_nuisance@1e-03,tpr_alias_qc@1e-03,thr_match_tpr@0p25,tpr_main_match@0p25,fpr_bg_match@0p25,fpr_nuisance_match@0p25,tpr_alias_qc_match@0p25,thr_match_tpr@0p5,tpr_main_match@0p5,fpr_bg_match@0p5,fpr_nuisance_match@0p5,tpr_alias_qc_match@0p5,thr_match_tpr@0p75,tpr_main_match@0p75,fpr_bg_match@0p75,fpr_nuisance_match@0p75,tpr_alias_qc_match@0p75
intraop05,ClinIntraOp-Pf-v1+motionx0p5_phasex0p5,paper,stap,MC-SVD -> STAP [Brain-SIMUS-Clin-MotionRobust-v0],stap_detector,Brain-SIMUS-Clin-MotionRobust-v0,runs/sim_eval/simus_stap_profile_sweep_seed21/intraop05/intraop05_Brain-SIMUS-Clin-MotionRobust-v0,1.4786229133605957,0.30000001192092896,426,12046,290,290,0.5851088043563835,0.39910150558523555,8.301510874979246e-05,0.0034482758620689655,3.7575817364454287,0.0,0.00016603021749958492,0.0,0.0,3.6524753570556636,0.002347417840375587,0.001079196413747302,0.0,0.0,3.247505784034729,0.2511737089201878,0.1652830815208368,0.3482758620689655,0.3482758620689655,3.148383378982544,0.5,0.3869334218827827,0.6482758620689655,0.6482758620689655,3.0640358924865723,0.7488262910798122,0.6314129171509215,0.8379310344827586,0.8379310344827586
intraop1,ClinIntraOp-Pf-v1+motionx1_phasex1,paper,baseline,MC-SVD,baseline_score,,runs/sim_eval/simus_stap_profile_sweep_seed21/intraop1/intraop1_Brain-SIMUS-Clin,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.5903763663390493,0.03568075117370892,8.301510874979246e-05,0.0034482758620689655,125842653.46400137,0.0,0.00016603021749958492,0.0,0.0,81298200.83999999,0.0,0.001079196413747302,0.0,0.0,7155676.5,0.2511737089201878,0.21243566329071892,0.996551724137931,0.996551724137931,5005362.0,0.5,0.3710775361115723,1.0,1.0,3440984.5625,0.7488262910798122,0.592810891582268,1.0,1.0
intraop1,ClinIntraOp-Pf-v1+motionx1_phasex1,paper,stap,MC-SVD -> STAP [Brain-SIMUS-Clin],stap_detector,Brain-SIMUS-Clin,runs/sim_eval/simus_stap_profile_sweep_seed21/intraop1/intraop1_Brain-SIMUS-Clin,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.46022475268902696,0.34398575360207223,8.301510874979246e-05,0.0034482758620689655,1.704176236987114,0.0,0.00016603021749958492,0.0,0.0,1.5997737360000606,0.0,0.001079196413747302,0.0034482758620689655,0.0034482758620689655,1.3786274790763855,0.2511737089201878,0.297609164868006,0.42758620689655175,0.42758620689655175,1.3339553475379944,0.5,0.539183131329902,0.7137931034482758,0.7137931034482758,1.2818781435489655,0.7488262910798122,0.8026730865017433,0.9,0.9
intraop1,ClinIntraOp-Pf-v1+motionx1_phasex1,paper,stap,MC-SVD -> STAP [Brain-SIMUS-Clin-MotionWide-v0],stap_detector,Brain-SIMUS-Clin-MotionWide-v0,runs/sim_eval/simus_stap_profile_sweep_seed21/intraop1/intraop1_Brain-SIMUS-Clin-MotionWide-v0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.46022475268902696,0.34398575360207223,8.301510874979246e-05,0.0034482758620689655,1.704176236987114,0.0,0.00016603021749958492,0.0,0.0,1.5997737360000606,0.0,0.001079196413747302,0.0034482758620689655,0.0034482758620689655,1.3786274790763855,0.2511737089201878,0.297609164868006,0.42758620689655175,0.42758620689655175,1.3339553475379944,0.5,0.539183131329902,0.7137931034482758,0.7137931034482758,1.2818781435489655,0.7488262910798122,0.8026730865017433,0.9,0.9
intraop1,ClinIntraOp-Pf-v1+motionx1_phasex1,paper,stap,MC-SVD -> STAP [Brain-SIMUS-Clin-MotionShort-v0],stap_detector,Brain-SIMUS-Clin-MotionShort-v0,runs/sim_eval/simus_stap_profile_sweep_seed21/intraop1/intraop1_Brain-SIMUS-Clin-MotionShort-v0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.5678887231184996,0.4211672332847661,8.301510874979246e-05,0.0034482758620689655,3.799643886446956,0.0,0.00016603021749958492,0.0,0.0,3.634159197807312,0.0,0.001079196413747302,0.0034482758620689655,0.0034482758620689655,3.214936852455139,0.2511737089201878,0.19550058110576124,0.3448275862068966,0.3448275862068966,3.1342360973358154,0.5,0.3873484974265316,0.5827586206896552,0.5827586206896552,3.0407145619392395,0.7488262910798122,0.6644529304333389,0.8379310344827586,0.8379310344827586
intraop1,ClinIntraOp-Pf-v1+motionx1_phasex1,paper,stap,MC-SVD -> STAP [Brain-SIMUS-Clin-MotionLong-v0],stap_detector,Brain-SIMUS-Clin-MotionLong-v0,runs/sim_eval/simus_stap_profile_sweep_seed21/intraop1/intraop1_Brain-SIMUS-Clin-MotionLong-v0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.387722552593774,0.3726323457989315,8.301510874979246e-05,0.0034482758620689655,0.7189692784845835,0.0,0.00016603021749958492,0.0,0.0,0.7003698897361755,0.0,0.001079196413747302,0.0034482758620689655,0.0034482758620689655,0.6136155128479004,0.2511737089201878,0.3767225635065582,0.40344827586206894,0.40344827586206894,0.5968093574047089,0.5,0.6583098123858542,0.6551724137931034,0.6551724137931034,0.5832648277282715,0.7488262910798122,0.8421052631578947,0.8448275862068966,0.8448275862068966
intraop1,ClinIntraOp-Pf-v1+motionx1_phasex1,paper,stap,MC-SVD -> STAP [Brain-SIMUS-Clin-MotionRobust-v0],stap_detector,Brain-SIMUS-Clin-MotionRobust-v0,runs/sim_eval/simus_stap_profile_sweep_seed21/intraop1/intraop1_Brain-SIMUS-Clin-MotionRobust-v0,1.6264997720718384,0.6000000238418579,426,12046,290,290,0.5669320032208304,0.4119718309859155,8.301510874979246e-05,0.0034482758620689655,3.7698220466375383,0.0,0.00016603021749958492,0.0,0.0,3.585323643684387,0.0,0.001079196413747302,0.006896551724137931,0.006896551724137931,3.1846916675567627,0.2511737089201878,0.20081354806574797,0.35172413793103446,0.35172413793103446,3.1046165227890015,0.5,0.39382367590901546,0.6068965517241379,0.6068965517241379,3.0104323625564575,0.7488262910798122,0.6741656981570646,0.8482758620689655,0.8482758620689655
mobile025,ClinMobile-Pf-v1+motionx0p25_phasex0p25,paper,baseline,MC-SVD,baseline_score,,runs/sim_eval/simus_stap_profile_sweep_seed21/mobile025/mobile025_Brain-SIMUS-Clin,1.4703929424285889,0.13218560814857483,426,12046,348,348,0.5656879458164672,0.0346379040526685,8.301510874979246e-05,0.0028735632183908046,126173544.59600264,0.0,0.00016603021749958492,0.0,0.0,72416942.27999993,0.0,0.001079196413747302,0.0,0.0,7264503.375,0.2511737089201878,0.2225635065581936,0.9913793103448276,0.9913793103448276,5196213.75,0.5,0.405611821351486,1.0,1.0,3499639.5625,0.7488262910798122,0.6560684044496098,1.0,1.0
mobile025,ClinMobile-Pf-v1+motionx0p25_phasex0p25,paper,stap,MC-SVD -> STAP [Brain-SIMUS-Clin],stap_detector,Brain-SIMUS-Clin,runs/sim_eval/simus_stap_profile_sweep_seed21/mobile025/mobile025_Brain-SIMUS-Clin,1.4703929424285889,0.13218560814857483,426,12046,348,348,0.4957936088499562,0.4506097890022125,8.301510874979246e-05,0.0028735632183908046,1.675101955890656,0.0,0.00016603021749958492,0.0,0.0,1.6159257417917248,0.0,0.001079196413747302,0.0,0.0,1.3742145001888275,0.2511737089201878,0.23152913830317118,0.28735632183908044,0.28735632183908044,1.3219562768936157,0.5,0.4967624107587581,0.5660919540229885,0.5660919540229885,1.2683831453323364,0.7488262910798122,0.7893076539930267,0.8448275862068966,0.8448275862068966
mobile025,ClinMobile-Pf-v1+motionx0p25_phasex0p25,paper,stap,MC-SVD -> STAP [Brain-SIMUS-Clin-MotionWide-v0],stap_detector,Brain-SIMUS-Clin-MotionWide-v0,runs/sim_eval/simus_stap_profile_sweep_seed21/mobile025/mobile025_Brain-SIMUS-Clin-MotionWide-v0,1.4703929424285889,0.13218560814857483,426,12046,348,348,0.4957936088499562,0.4506097890022125,8.301510874979246e-05,0.0028735632183908046,1.675101955890656,0.0,0.00016603021749958492,0.0,0.0,1.6159257417917248,0.0,0.001079196413747302,0.0,0.0,1.3742145001888275,0.2511737089201878,0.23152913830317118,0.28735632183908044,0.28735632183908044,1.3219562768936157,0.5,0.4967624107587581,0.5660919540229885,0.5660919540229885,1.2683831453323364,0.7488262910798122,0.7893076539930267,0.8448275862068966,0.8448275862068966
